pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse,mu,H,delta,snr
Kepler-1414,b,2016,284.92857999999995,42.422309999999996,0.00022716097821581593,2454967.29843,0.0028699999999999997,-0.0028699999999999997,1,0.05683,1,0,1,Kepler,90.0,,,,0.8,0.04,-0.04,0.75,0.03,-0.04,4951.0,74.11,-76.49,14.897,13.360999999999999,12.869000000000002,0.19327571171448213,,,0.11,0.008,-0.006999999999999999,0.00642,,,470.29267583898667,3.51576315,1.186e-05,-1.186e-05,,,,5.981843628026083,1.2329878804032548,2.040458370337812,32.0,9.224405481585341,2.6723519838370464e-06,0.0010032894719472017
Kepler-1415,b,2016,285.156913,47.873333,0.00019792834590203907,2454964.69006,0.00205,-0.00205,1,0.044183,1,0,1,Kepler,90.0,,,,0.89,0.04,-0.04,0.84,0.06,-0.04,5267.0,55.51,-59.06,15.744000000000002,14.39,13.972000000000001,0.06408582066393127,,,0.115,0.011000000000000001,-0.006999999999999999,0.006959999999999999,,,919.5075173968456,0.63642408,1.6e-06,-1.6e-06,,,,5.675365056193611,1.2890327840579483,2.212085709898936,32.0,18.18283312370104,4.401582636236905e-06,0.0008706522878745191
Kepler-1416,b,2016,298.663468,43.894073,4.983441775923762e-05,2454965.66209,0.0057799999999999995,-0.0057799999999999995,1,0.1296,1,0,1,Kepler,90.0,,,,1.09,0.2,-0.11,1.15,0.43,-0.18,6019.0,321.69,-283.99,14.22,12.942,12.585,0.12117121485233526,,,0.079,0.028999999999999998,-0.012,0.00193,,,894.1426898229412,1.49514952,1.069e-05,-1.069e-05,,,,4.854607454635221,0.8855094777441558,0.6134088247277224,32.0,30.090093104417196,2.69038643757106e-06,0.0017074916970970433
Kepler-1417,b,2016,290.949888,40.605215,8.039898322654877e-05,2454975.7564,0.0112,-0.0112,1,0.30483000000000005,1,0,1,Kepler,90.0,,,,1.02,0.06,-0.06,1.02,0.2,-0.09,5839.0,93.84,-137.75,13.914000000000001,12.714,12.4,0.6756440584336408,,,0.08900000000000001,0.018000000000000002,-0.01,0.0030600000000000002,,,345.9496359915845,20.3505213,0.0003037,-0.0003037,,,,5.383063338438814,0.9975992850535427,0.9725549241797049,32.0,9.319471669997027,1.1819027719415674e-06,0.0008168187281235344
Kepler-1418,b,2016,282.997478,41.678551,0.00044619975203376386,2454969.83193,0.006940000000000001,-0.006940000000000001,1,0.1483,1,0,1,Kepler,90.0,,,,0.77,0.03,-0.04,0.72,0.02,-0.03,4770.0,59.97,-63.35,15.037,13.407,12.847000000000001,0.6573290658898658,,,0.14800000000000002,0.006999999999999999,-0.012,0.0107,,,240.7279441256695,22.4764425,0.0001747,-0.0001747,,,,4.0933295889550765,1.658929148178925,3.4007639505630203,2.0,82.0551739192232,3.527406670883747e-05,0.019842640652268536
Kepler-1419,b,2016,292.254635,37.97142,0.0006731448073290439,2454969.1288,0.0112,-0.0112,1,0.24158000000000002,1,0,1,Kepler,90.0,,,,1.01,0.06,-0.07,1.01,0.23,-0.1,5796.0,113.94,-157.22,15.761,14.507,14.172,1.1006460109172238,,,0.255,0.059000000000000004,-0.026000000000000002,0.0269,,,267.73091950859657,42.5215895,0.0005032,-0.0005032,,,,2.011915896173275,2.8582900863893634,8.549584137396751,2.0,107.76219297852637,4.037831921101958e-05,0.01233934686341193
Kepler-1420,b,2016,296.20381000000003,42.777832000000004,0.00021990059616454875,2454967.14722,0.00528,-0.00528,1,0.11267,1,0,1,Kepler,90.0,,,,0.82,0.06,-0.06,0.79,0.07,-0.06,5187.0,207.12,-171.94,15.883,14.395999999999999,13.939,0.2995284517261085,,,0.114,0.012,-0.011000000000000001,0.00687,,,406.20386433077476,6.69960006,4.5e-05,-4.5e-05,,,,5.7506940977447645,1.2778238033270097,2.183481153305416,32.0,7.996811223071594,2.162942455168971e-06,0.0007016048107041826
Kepler-1075,b,2016,287.501179,47.469269,0.0005841048454307747,2454964.6192400004,0.00147,-0.00147,1,0.06105,1,0,1,Kepler,90.0,,,,0.56,0.03,-0.03,0.54,0.02,-0.03,3959.0,39.29,-38.69,15.312999999999999,13.217,12.555,0.09828077002800704,,,0.127,0.013999999999999999,-0.028999999999999998,0.008190000000000001,,,447.48801094485816,1.52372816,2.7e-06,-2.7e-06,,,,4.958505761630237,1.4235405528292124,2.603014650010387,2.0,146.7387295679762,9.82146740079006e-05,0.044007159404244024
Kepler-1076,b,2016,287.590098,51.060574,9.72129549970245e-05,2454967.87409,0.0026899999999999997,-0.0026899999999999997,1,0.11511300000000001,1,0,1,Kepler,90.0,,,,0.79,0.03,-0.04,0.74,0.01,-0.02,4868.0,38.24,-45.61,12.905999999999999,11.305,10.790999999999999,0.27933918871711766,,,0.071,0.004,-0.003,0.00137,,,382.06195488959077,6.14727918,2.112e-05,-2.112e-05,,,,4.747047794325279,0.7958376318966462,0.43542491703470443,32.0,14.630182763764045,2.8221250894376766e-06,0.003933807871663992
Kepler-1077,b,2016,291.033636,42.26786,0.0006192477676642488,2454967.18978,0.0035,-0.0035,1,0.17592,1,0,1,Kepler,90.0,,,,1.02,0.06,-0.05,1.02,0.23,-0.09,5816.0,99.93,-113.54,14.998,13.83,13.481,0.9578454458244273,,,0.247,0.062,-0.028999999999999998,0.0255,,,289.40768694647795,34.3511874,0.0001503,-0.0001503,,,,2.0985890572216155,2.768618240541854,8.104624368164206,2.0,115.29317486234025,4.109085986393388e-05,0.017261922597831103
Kepler-1078,b,2016,293.20058900000004,43.050036999999996,0.00036057289327681035,2454964.90272,0.00367,-0.00367,1,0.18067,1,0,1,Kepler,90.0,,,,0.94,0.05,-0.05,0.92,0.12,-0.07,5612.0,100.22,-123.53,15.62,14.398,14.024000000000001,0.1837765462694756,,,0.17,0.027000000000000003,-0.028999999999999998,0.0134,,,605.480040199115,3.00725242,1.242e-05,-1.242e-05,,,,3.382486855183508,1.905526724259576,4.258900648368642,2.0,217.4366186917542,6.739412884487186e-05,0.022047837503752343
Kepler-1079,b,2016,299.549499,45.769753,0.00012004085343583266,2454975.00653,0.00282,-0.00282,1,0.18195999999999998,1,0,1,Kepler,90.0,,,,1.08,0.12,-0.06,1.36,0.27,-0.23,5758.0,90.64,-84.62,12.584000000000001,11.422,11.151,0.517182875054346,,,0.145,0.028999999999999998,-0.025,0.0104,,,450.24857242318336,13.24503188,4.886e-05,-4.886e-05,,,,4.230653098759899,1.6253022059861086,3.3054154285846176,2.0,151.5635678068522,1.8192378251057935e-05,0.02234772984756281
Kepler-1080,b,2016,296.46452200000004,49.182915,0.0006737366129707653,2454992.32241,0.00314,-0.00314,1,0.42891999999999997,1,0,1,Kepler,90.0,,,,1.1,0.1,-0.06,1.16,0.4,-0.14,5956.0,70.4,-87.98,13.754000000000001,12.448,12.215,1.6860957645882533,,,0.293,0.10099999999999999,-0.045,0.0339,,,238.21870685205604,77.2548396,0.0003198,-0.0003198,,,,1.6713789202264855,3.2842313541650334,10.774382983559475,2.0,100.45029479758293,3.269579414322851e-05,0.024605705735133616
Kepler-1081,b,2016,289.44452,41.317757,0.00012122643491920726,2454967.4717200003,0.00216,-0.00216,1,0.082662,1,0,1,Kepler,90.0,,,,0.88,0.04,-0.04,0.84,0.07,-0.05,5345.0,67.9,-84.9,13.745999999999999,12.388,11.989,0.21222119127973943,,,0.09,0.009000000000000001,-0.006,0.00317,,,512.7743306261106,3.85691855,9.66e-06,-9.66e-06,,,,5.392744160357425,1.0088082657844812,1.0075160489051191,32.0,13.635524897927219,2.582641089623767e-06,0.0017610121904859297
Kepler-1082,b,2016,289.358672,50.598484,8.125707480648623e-05,2454964.55588,0.0024100000000000002,-0.0024100000000000002,1,0.108725,1,0,1,Kepler,90.0,,,,1.03,0.06,-0.06,1.14,0.18,-0.13,5923.0,80.65,-64.28,13.38,12.331,11.988,0.12144025446165686,,,0.1,0.016,-0.012,0.0045899999999999995,,,875.0767029960682,1.5432066,4.54e-06,-4.54e-06,,,,5.6923391679538105,1.120898073093868,1.4588323862695571,32.0,19.840529759018576,2.2706999087324694e-06,0.001763068304979662
Kepler-1083,b,2016,283.161951,45.198315,0.0016029941807498484,2454988.58942,0.00477,-0.00477,1,0.18954000000000001,1,0,1,Kepler,90.0,,,,0.81,0.04,-0.04,0.77,0.03,-0.04,5049.0,45.47,-46.43,15.824000000000002,14.386,13.932,0.8708588764784201,,,0.3,0.013999999999999999,-0.055999999999999994,0.0354,,,228.93391735174603,33.4177993,0.0001854,-0.0001854,,,,1.6259889174983049,3.3626942192816043,11.251125593451487,2.0,96.91459772653228,7.325225856002994e-05,0.02500143607980734
Kepler-1084,b,2016,290.101971,48.251137,6.317152142308419e-05,2454967.51799,0.0017699999999999999,-0.0017699999999999999,1,0.098963,1,0,1,Kepler,90.0,,,,1.12,0.07,-0.06,1.28,0.27,-0.17,6113.0,63.72,-75.56,12.217,11.177999999999999,10.904000000000002,0.15107073617707079,,,0.099,0.021,-0.013000000000000001,0.0044399999999999995,,,858.0300651053589,2.05333679,4.13e-06,-4.13e-06,,,,5.6748641523265775,1.1096890923629295,1.411158125280356,32.0,19.71104967468014,1.7715429630244157e-06,0.002164339217109456
Kepler-1085,b,2016,287.477648,46.141186,0.003370023417694286,2455153.7286,0.00233,-0.00233,1,0.5149199999999999,1,0,1,Kepler,90.0,,,,1.11,0.09,-0.06,1.14,0.31,-0.11,6000.0,83.83,-89.9,15.273,14.2,13.914000000000001,3.390754477715198,,,0.644,0.158,-0.066,0.13,,,167.76014850533332,219.3217528,0.0008946,-0.0008946,,,,0.6036202953985955,7.218583590724511,41.317692857307726,2.0,89.11626877606085,6.554552896561195e-05,0.022557294428500244
Kepler-1086,b,2016,295.251155,45.842971999999996,0.0011521154558184672,2454970.8832400003,0.00232,-0.00232,1,0.134746,2,0,1,Kepler,90.0,,,,0.7,0.02,-0.03,0.66,0.01,-0.02,4350.0,45.98,-34.14,15.561,13.690999999999999,13.067,0.5649754511324496,,,0.218,0.031,-0.025,0.0205,,,226.7147278757636,18.78425728,5.283e-05,-5.283e-05,,,,2.453931658555795,2.4435577993446325,6.515482335190834,2.0,87.51422884572473,6.560167916103013e-05,0.03334716292681148
Kepler-1086,c,2016,295.251155,45.842971999999996,0.0016641236711809372,2455009.49766,0.00404,-0.00404,1,0.269,2,0,1,Kepler,90.0,,,,0.7,0.02,-0.03,0.66,0.01,-0.02,4350.0,45.98,-34.14,15.561,13.690999999999999,13.067,2.371252812451483,,,0.262,0.01,-0.012,0.0282,,,110.66380356973475,161.5163345,0.0008629,-0.0008629,,,,1.944568819351118,2.9367529515059343,8.96276106596983,2.0,44.85376235279254,4.008832708640394e-05,0.020378014586061855
Kepler-1087,b,2016,294.978825,46.005653,3.4849993314211596e-05,2454965.18012,0.0021100000000000003,-0.0021100000000000003,1,0.063483,1,0,1,Kepler,90.0,,,,0.96,0.07,-0.06,0.94,0.26,-0.07,5589.0,122.9,-191.41,12.953,11.66,11.312000000000001,0.06961968193475566,,,0.054000000000000006,0.015,-0.004,0.0005200000000000001,,,990.2966657662256,0.69384285,1.59e-06,-1.59e-06,,,,4.09543603719164,0.6052849594706888,0.1652707714292309,32.0,57.79221241182429,5.412244273661657e-06,0.004365221919683913
Kepler-1088,b,2016,281.561453,42.450503999999995,0.00014602621135769366,2454978.65956,0.0030600000000000002,-0.0030600000000000002,1,0.20513,1,0,1,Kepler,90.0,,,,1.08,0.03,-0.03,1.08,0.08,-0.06,5975.0,64.37,-58.16,11.863,10.779000000000002,10.478,0.7499421337794827,,,0.127,0.01,-0.009000000000000001,0.008190000000000001,,,345.7555882765721,23.12748644,8.919e-05,-8.919e-05,,,,4.958505761630237,1.4235405528292124,2.603014650010387,2.0,113.37898340025998,1.880411441703965e-05,0.027751203541501766
Kepler-1089,b,2016,291.092742,49.190059000000005,0.0011685678546461383,2454965.1593,0.0017399999999999998,-0.0017399999999999998,1,0.06796,1,0,1,Kepler,90.0,,,,0.52,0.03,-0.03,0.49,0.03,-0.03,3753.0,32.38,-32.55,15.535,13.255,12.627,0.21545363270876686,,,0.163,0.009000000000000001,-0.03,0.0126,,,272.9185101021892,5.13248562,9.48e-06,-9.48e-06,,,,3.608160229286231,1.827063859143005,4.004637923092902,2.0,95.82469944900679,9.806722167403814e-05,0.04508655883690085
Kepler-1090,b,2016,295.662872,44.525845000000004,0.0006345053623144262,2455103.66913,0.00765,-0.00765,1,0.34529,1,0,1,Kepler,90.0,,,,0.86,0.05,-0.05,0.82,0.07,-0.05,5321.0,147.76,-145.36,15.001,13.595999999999998,13.148,2.915658963803214,,,0.201,0.019,-0.015,0.0179,,,136.07085720437541,198.680179,0.002176,-0.002176,,,,2.7336502056905756,2.253005126918675,5.689128478044679,2.0,51.13803251018273,2.2780986302751733e-05,0.011156204292496481
Kepler-1091,b,2016,299.785465,43.670753000000005,0.00016822213551445091,2454965.6294400003,0.00199,-0.00199,1,0.07837899999999999,1,0,1,Kepler,90.0,,,,1.01,0.12,-0.08,1.03,0.25,-0.13,5851.0,286.31,-232.4,14.690999999999999,13.467,13.09,0.11492745492325504,,,0.13,0.032,-0.017,0.00859,,,844.6370223674387,1.43474156,3.27e-06,-3.27e-06,,,,4.8488772521772345,1.4571674950220286,2.7301460126482566,2.0,276.69637198344833,5.381007080344262e-05,0.021331797858299247
Kepler-818,b,2016,296.235105,39.370343,0.002594328205412002,2454970.47131,0.000549,-0.000549,1,0.14243699999999998,1,0,1,Kepler,90.0,,,,0.94,0.07,-0.06,0.92,0.14,-0.08,5638.0,214.12,-110.99,15.062000000000001,13.882,13.475999999999999,0.410392623338667,,,0.456,0.07,-0.038,0.072,,,407.0544529914669,10.03538581,6.59e-06,-6.59e-06,,,,0.9417075487573302,5.111295213308039,22.883645274816583,2.0,195.7444734851266,0.00015811127860322974,0.06657432721447229
Kepler-819,b,2016,295.37079700000004,39.177217999999996,0.0009740271512620819,2454986.66308,0.0031,-0.0031,1,0.208896,1,0,1,Kepler,90.0,,,,0.86,0.05,-0.05,0.81,0.06,-0.05,5279.0,165.3,-111.92,15.03,13.687999999999999,13.214,0.884549123610074,,,0.24600000000000002,0.022000000000000002,-0.015,0.0253,,,243.59394619381902,33.1995648,0.0001174,-0.0001174,,,,2.107624717462229,2.757409259810916,8.041058686845272,2.0,97.01882138269886,5.447321897859229e-05,0.025877777550354995
Kepler-820,b,2016,291.020145,39.220678,0.0016834209557527622,2455126.41778,0.0019199999999999998,-0.0019199999999999998,1,0.453221,1,0,1,Kepler,90.0,,,,1.23,0.19,-0.1,1.36,0.59,-0.2,6260.0,106.61,-147.98,13.968,12.841,12.584000000000001,2.4483099879938153,,,0.5429999999999999,0.239,-0.079,0.097,,,224.97998478329316,127.8338098,0.0003082,-0.0003082,,,,0.7513639063673533,6.086476536899703,30.829355439683454,2.0,113.87060244084687,4.974165430614687e-05,0.031583783969882116
Kepler-821,b,2016,285.617437,39.379529999999995,0.00022587212420233994,2454967.50338,0.0020800000000000003,-0.0020800000000000003,1,0.079963,1,0,1,Kepler,90.0,,,,0.84,0.04,-0.05,0.8,0.05,-0.04,5191.0,130.91,-100.75,14.829,13.435,12.967,0.13137614841061734,,,0.11699999999999999,0.009000000000000001,-0.006999999999999999,0.0071400000000000005,,,617.6906927292839,1.92279873,4.82e-06,-4.82e-06,,,,5.528645070199256,1.3114507455198257,2.269294823085978,32.0,12.32436059999824,3.3402618304869303e-06,0.001418329460439576
Kepler-822,b,2016,292.276118,39.550179,0.00022601514913097304,2455011.07208,0.00232,-0.00232,1,0.11906300000000002,1,0,1,Kepler,90.0,,,,1.06,0.09,-0.08,1.08,0.25,-0.13,5928.0,139.36,-183.56,14.609000000000002,13.390999999999998,13.04,0.20032736434734824,,,0.158,0.037000000000000005,-0.019,0.0119,,,663.7174438751974,3.22296927,9.46e-06,-9.46e-06,,,,3.7415692169792183,1.7710189554883116,3.7821580384766302,2.0,231.84100717515875,4.8769099384533176e-05,0.024523755527376637
Kepler-823,b,2016,284.582577,39.220203999999995,0.00022458693691436478,2454967.8999099997,0.00307,-0.00307,1,0.11345999999999999,1,0,1,Kepler,90.0,,,,0.98,0.05,-0.05,0.96,0.18,-0.08,5643.0,122.3,-122.13,14.800999999999998,13.619000000000002,13.245999999999999,0.23165109270513232,,,0.14,0.027999999999999997,-0.012,0.00972,,,553.938802789534,4.16809082,1.748e-05,-1.748e-05,,,,4.392990268528921,1.5692573023314154,3.089292112100239,2.0,185.9907753201271,4.3672853583122395e-05,0.019492123869841813
Kepler-824,b,2016,290.477412,39.732009000000005,0.0001978719198896674,2454967.02904,0.0029,-0.0029,1,0.12317,1,0,1,Kepler,90.0,,,,1.15,0.14,-0.08,1.22,0.46,-0.15,6035.0,85.61,-120.47,14.946,13.792,13.571,0.25769027234584135,,,0.16699999999999998,0.063,-0.021,0.0131,,,633.2008298240528,4.51436633,1.397e-05,-1.397e-05,,,,3.488188657190752,1.8718997820667596,4.16355212639024,2.0,224.4620537927728,3.894936350474018e-05,0.015578620973224724
Kepler-825,b,2016,294.769908,39.398514,0.00016745618483922765,2454967.0693900003,0.00266,-0.00266,1,0.111892,2,0,1,Kepler,90.0,,,,1.03,0.12,-0.08,1.08,0.28,-0.15,5976.0,247.56,-202.44,14.207,13.069,12.725999999999999,0.2204197850959424,,,0.136,0.035,-0.02,0.0093,,,637.8675030752255,3.77360059,1.242e-05,-1.242e-05,,,,4.585052436043407,1.5244213794076606,2.955804181330475,2.0,211.23464812028547,3.835657433705225e-05,0.021569386199968885
Kepler-825,c,2016,294.769908,39.398514,0.0002435067878155203,2454967.81479,0.00206,-0.00206,1,0.10248299999999999,2,0,1,Kepler,90.0,,,,1.03,0.12,-0.08,1.08,0.28,-0.15,5976.0,247.56,-202.44,14.207,13.069,12.725999999999999,0.36924395763085377,,,0.16399999999999998,0.036000000000000004,-0.021,0.0127,,,492.83218906235453,8.1818246,2.265e-05,-2.265e-05,,,,3.5706744842776637,1.8382728398739434,4.0364207637523695,2.0,173.7892269011947,3.743130296875958e-05,0.020137418357203996
Kepler-826,b,2016,284.860139,39.240548,0.00010016390584391551,2454966.36175,0.00324,-0.00324,1,0.11795,1,0,1,Kepler,90.0,,,,1.05,0.07,-0.06,1.15,0.18,-0.13,6079.0,90.49,-96.47,13.446,12.373,12.058,0.24900383337561108,,,0.11199999999999999,0.018000000000000002,-0.012,0.0066,,,629.9576364103266,4.48758907,1.653e-05,-1.653e-05,,,,5.8259660679275385,1.2554058418651322,2.0976674835248534,32.0,12.46015033837454,1.5647513702459566e-06,0.0012269112623459375
Kepler-827,b,2016,294.966046,42.708569,0.0032136275087842115,2454984.93175,0.00146,-0.00146,1,0.221179,1,0,1,Kepler,90.0,,,,0.93,0.07,-0.06,0.91,0.11,-0.07,5602.0,179.4,-142.49,15.897,14.668,14.265999999999998,1.2234044046756096,,,0.502,0.062,-0.040999999999999995,0.0849,,,232.97647961572753,51.92927591,9.288e-05,-9.288e-05,,,,0.8322898956037247,5.6269083269312175,26.983631719887892,2.0,115.14673631890588,0.00010393351156291622,0.030415820492783383
Kepler-828,b,2016,286.887275,42.471256,0.00032460632160184424,2454967.062486,0.0006309999999999999,-0.0006309999999999999,1,0.041121,1,0,1,Kepler,90.0,,,,0.81,0.04,-0.04,0.77,0.04,-0.04,5039.0,50.73,-59.5,15.055,13.585999999999999,13.145999999999999,0.05756015381228029,,,0.135,0.006999999999999999,-0.01,0.00909,,,888.7140494511034,0.56785714,4.4e-07,-4.4e-07,,,,4.581847824993478,1.513212398676722,2.889060215945594,2.0,296.69177716815796,0.00010745514758066916,0.02971042334354141
Kepler-829,b,2016,282.33279300000004,42.463825,0.00039668256855434134,2454968.2645799997,0.00243,-0.00243,1,0.09350800000000001,1,0,1,Kepler,90.0,,,,0.98,0.05,-0.06,0.97,0.2,-0.08,5698.0,92.85,-120.29,14.931,13.699000000000002,13.364,0.3236511966201513,,,0.188,0.039,-0.016,0.016,,,475.6669765593595,6.88337562,1.963e-05,-1.963e-05,,,,2.986238691739532,2.107288377416472,5.085254505514797,2.0,174.959902314359,5.3318101030803684e-05,0.020367826226998936
Kepler-830,b,2016,295.054286,42.756847,0.00019802139013434315,2454967.5687599997,0.00462,-0.00462,1,0.19096,1,0,1,Kepler,90.0,,,,1.07,0.12,-0.09,1.11,0.31,-0.14,6037.0,155.85,-209.5,14.788,13.662,13.34,0.46369916199192207,,,0.152,0.054000000000000006,-0.022000000000000002,0.0111,,,450.39940441621553,11.29695137,6.299e-05,-6.299e-05,,,,3.9198576717023874,1.7037650711026795,3.52789531320089,2.0,156.09960891543736,2.9466991023449846e-05,0.01320929764798057
Kepler-831,b,2016,294.985491,42.727669,0.00014331257689764558,2454969.8905,0.0018,-0.0018,1,0.098492,1,0,1,Kepler,90.0,,,,0.99,0.04,-0.04,0.97,0.07,-0.05,5732.0,74.53,-59.69,13.687000000000001,12.539000000000001,12.227,0.28373709432590966,,,0.113,0.009000000000000001,-0.006,0.00678,,,511.0545841061464,5.62153941,1.272e-05,-1.272e-05,,,,5.8273680261722625,1.266614822596071,2.154876596711895,32.0,10.016461106214917,1.7824067601136058e-06,0.0011840784039713846
Kepler-832,b,2016,295.926094,45.383862,0.0004413890081769206,2454970.18577,0.00331,-0.00331,1,0.16371,1,0,1,Kepler,90.0,,,,0.92,0.06,-0.06,0.9,0.14,-0.07,5596.0,181.65,-133.14,15.905999999999999,14.682,14.295,0.3247256224681715,,,0.184,0.028999999999999998,-0.015,0.0154,,,449.23540805894487,7.1396941,2.817e-05,-2.817e-05,,,,3.0658106964946743,2.062452454492717,4.894557461557992,2.0,164.44804502122267,5.6903664713866436e-05,0.016431763376707927
Kepler-833,b,2016,290.479954,45.6007,0.0008900871225701629,2454974.71563,0.0022199999999999998,-0.0022199999999999998,1,0.12783699999999998,1,0,1,Kepler,90.0,,,,0.64,0.03,-0.03,0.62,0.02,-0.02,4339.0,39.28,-37.41,15.472999999999999,13.629000000000001,13.005999999999998,0.5477734116834058,,,0.18,0.011000000000000001,-0.008,0.0149,,,222.59649341862075,18.7546998,5.142e-05,-5.142e-05,,,,3.1684498418503795,2.0176165315689625,4.735643258260654,2.0,80.5966277274224,5.661959859957805e-05,0.029601295726350164
Kepler-1280,b,2016,293.573935,45.384541,0.00016902695452466766,2455014.32368,0.00866,-0.00866,1,0.43328999999999995,1,0,1,Kepler,90.0,,,,1.2,0.18,-0.11,1.32,0.59,-0.2,6227.0,121.69,-156.51,14.074000000000002,12.966,12.717,1.5715482753231944,,,0.16699999999999998,0.07400000000000001,-0.026000000000000002,0.0131,,,275.19165873384406,66.5579057,0.0007705,-0.0007705,,,,3.488188657190752,1.8718997820667596,4.16355212639024,2.0,97.5521224809552,1.4092909967300648e-05,0.008416753591660373
Kepler-1281,b,2016,295.35445699999997,48.515404,0.00032675362436129297,2454966.85446,0.00318,-0.00318,1,0.07954,1,0,1,Kepler,90.0,,,,0.87,0.04,-0.05,0.83,0.06,-0.05,5353.0,86.5,-93.58,15.79,14.477,14.094000000000001,0.1833896644220415,,,0.146,0.012,-0.012,0.0105,,,549.1388368545544,3.11602791,1.3e-05,-1.3e-05,,,,4.184165122309528,1.6365111867170472,3.3371982692440856,2.0,185.62581879311756,6.069322954902308e-05,0.015336874377314676
Kepler-1282,b,2016,290.176173,46.698338,0.000253892017233442,2454966.6537900004,0.0028699999999999997,-0.0028699999999999997,1,0.07574600000000001,1,0,1,Kepler,90.0,,,,0.92,0.04,-0.04,0.89,0.11,-0.06,5504.0,81.08,-78.7,15.545,14.318,13.940999999999999,0.14507114011428024,,,0.138,0.019,-0.01,0.00951,,,657.3795871089823,2.13194651,6.87e-06,-6.87e-06,,,,4.487674416340831,1.546839340869538,3.022548146715357,2.0,219.19653289800624,5.9541878917169653e-05,0.015755220971514928
Kepler-1283,b,2016,295.462337,40.776969,0.0001953208939964751,2454972.4214,0.0109,-0.0109,1,0.39929000000000003,1,0,1,Kepler,90.0,,,,1.16,0.18,-0.11,1.25,0.51,-0.2,6175.0,183.18,-233.53,15.079,13.92,13.612,0.5216503035006822,,,0.17,0.07,-0.027999999999999997,0.0136,,,460.93059287256585,12.9460978,0.0002185,-0.0002185,,,,3.4329717336190826,1.905526724259576,4.322466329687577,2.0,163.09260846737573,2.708989406726678e-05,0.010713990138701269
Kepler-1284,b,2016,291.279002,47.687649,0.00019736230791499672,2454966.40327,0.00175,-0.00175,1,0.045913,1,0,1,Kepler,90.0,,,,0.84,0.04,-0.04,0.79,0.05,-0.04,5123.0,62.8,-83.53,15.645,14.162,13.753,0.06467030007675231,,,0.10800000000000001,0.009000000000000001,-0.006,0.00606,,,863.4133537771468,0.66407381,1.48e-06,-1.48e-06,,,,5.965947688793591,1.2105699189413777,1.9260401439637294,32.0,17.294717633039205,4.445510759038256e-06,0.0009935717945630993
Kepler-1285,b,2016,281.835355,44.155926,4.8785353091656365e-05,2454975.7377299997,0.00571,-0.00571,1,0.23492,1,0,1,Kepler,90.0,,,,1.2,0.05,-0.04,1.28,0.12,-0.09,6170.0,67.21,-62.49,11.714,10.785,10.503,0.5767294157770444,,,0.087,0.009000000000000001,-0.006999999999999999,0.00274,,,443.23841706498274,14.7967458,0.0001134,-0.0001134,,,,5.160251731927582,0.9751813235916651,0.8708498340694089,32.0,12.742221943006886,1.0045615215084283e-06,0.0014825367807844855
Kepler-1286,b,2016,280.258382,43.835766,0.0004053416142278148,2454969.88902,0.00555,-0.00555,1,0.19496,1,0,1,Kepler,90.0,,,,1.0,0.05,-0.05,0.98,0.2,-0.07,5753.0,74.56,-79.2,15.165999999999999,14.017000000000001,13.683,0.45220938681843037,,,0.192,0.04,-0.016,0.0166,,,408.38607304326723,11.25402929,6.812e-05,-6.812e-05,,,,2.908589856688921,2.1521243003402266,5.275951549471602,2.0,151.00978974383492,4.581955733907897e-05,0.01753859601784642
Kepler-1287,b,2016,289.134661,47.062996000000005,0.00022431396588286595,2454972.6298599998,0.0049,-0.0049,1,0.11258,1,0,1,Kepler,90.0,,,,0.96,0.05,-0.06,0.94,0.13,-0.07,5715.0,93.97,-83.95,15.050999999999998,13.925,13.54,0.451966927161495,,,0.13699999999999998,0.02,-0.012,0.0094,,,397.42952822796804,11.47685909,6.466e-05,-6.466e-05,,,,4.533610812843278,1.535630360138599,2.987587021989943,2.0,132.13358621167134,3.12822008814123e-05,0.012193963578633064
Kepler-1288,b,2016,285.713488,41.605872999999995,6.345874311550354e-05,2454964.61013,0.0041600000000000005,-0.0041600000000000005,1,0.15258,1,0,1,Kepler,90.0,,,,1.2,0.16,-0.08,1.29,0.54,-0.17,6132.0,87.95,-135.79,13.321,12.239,12.003,0.18833414987166985,,,0.1,0.042,-0.013999999999999999,0.0045899999999999995,,,773.8659909196163,2.76122421,1.477e-05,-1.477e-05,,,,5.6923391679538105,1.120898073093868,1.4588323862695571,32.0,17.54578903742342,1.5669799116840003e-06,0.0013001916256775328
